,sentence,canonical_aspect,runs_count,runs,experiment_sets,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
5895,"Selain mengimplementasikan Harum Energy Climate Strategy and Decarbonisation Roadmap yang ditargetkan untuk mencapai net zero emisi di tahun 2055, Perseroan juga terus mengoptimalkan diversifikasi produk dan layanan ke bijih nikel, sebagai sumber energi yang lebih ramah lingkungan.",net zero emissions target,4,"absa_20260111_172520_harum_energy_json_Sustainability_Report_2023_pdf_absa_zero_shot.json, absa_20260111_172545_harum_energy_json_Sustainability_Report_2023_pdf_absa_few_shot.json, absa_20260111_180250_sr_hrum_2023_compressed_pdf_absa_zero_shot.json, absa_20260111_180319_sr_hrum_2023_compressed_pdf_absa_few_shot.json","harum_energy_2023, sr_hrum_2023","Net Zero Emissions Target, Net zero emissions target, net zero emissions target",E,E,positive,"Action, Commitment, Goal",0.91
1035,Danamon aspires to achieve Net Zero Emissions from its own operations by 2030 in line with MUFG's commitment.,net zero emissions target,1,absa_20260206_172614_danamon_2024_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json,MultiPDF_ABSA_20260206_1647,net zero emissions target,E,E,positive,Target,0.95
2610,"Kami berkomitmen untuk mencapai Net Zero Emissions dari kegiatan operasional pada 2030, dan dari pembiayaan pada 2060 atau lebih cepat.",net zero emissions target,1,absa_20260115_123039_mandiri_Laporan_Keberlanjutan_2023_pdf_absa_few_shot_Nemotron_3_Nano_30B_A3B_(Free).json,MultiPDF_ABSA_20260115_1155,net zero emissions target,E,E,positive,Commitment,0.9
5821,"Sejalan dengan kebijakan pemerintah mengenai ekonomi, kami mengupayakan pencapaian target karbon netral pada tahun 2050 dan dapat bebas emisi gas rumah kaca (GRK) pada tahun 2055.",net zero targets,1,absa_20260111_180405_sr_hrum_2023_compressed_pdf_absa_cot.json,sr_hrum_2023,Net Zero Targets,E,E,Positive,Commitment,0.9
875,Committing to Indonesia's Net-Zero Carbon Economy,net-zero carbon commitment,1,absa_20260214_205330_ESSA-AR-SR-2021-Finale_20260207_065636_20260207_065642_absa_indonesia_cot_md_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260214_1938,Net-Zero Carbon Commitment,E,E,positive,Commitment,0.96
4045,"One longtime partner, Amazon Web Services (AWS), plans to achieve net-zero carbon emissions by 2040, and 'is on a path to power its operations, including AWS data centers, with 100% renewable energy by 2025.'",net-zero carbon emissions,1,absa_20260112_183428_GoTo-FY23-ESG-Report_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,GoTo-FY23_multiple,Net-Zero Carbon Emissions,E,E,positive,Commitment,0.8
4208,"Our goal to reach net-zero emissions includes our products' supply chain, manufacturing, use and end-of-life.",net-zero commitment,1,absa_20260206_200930_2024-tesla-impact-report_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,MultiPDF_ABSA_20260206_1934,Net-Zero Commitment,E,E,positive,Commitment,0.97
2614,"Kami berkomitmen untuk mencapai Net-Zero Emission dari kegiatan operasional pada 2030, dan dari pembiayaan pada 2060 atau lebih cepat.",net-zero emission,2,"absa_20260115_122752_mandiri_Laporan_Keberlanjutan_2023_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260115_123205_mandiri_Laporan_Keberlanjutan_2023_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json",MultiPDF_ABSA_20260115_1155,"Net-Zero Emission, net-zero emission",E,E,"Positif, positive",Commitment,0.9
3167,Kami turut memegang peranan penting dalam mewujudkan target pemerintah untuk mencapai Net-Zero Emission pada 2060 atau lebih cepat serta mendukung transisi menuju ekonomi rendah karbon melalui penerapan keuangan berkelanjutan dengan mendorong pembiayaan terhadap kegiatan usaha berwawasan lingkungan.,net-zero emission,1,absa_20260115_122752_mandiri_Laporan_Keberlanjutan_2023_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json,MultiPDF_ABSA_20260115_1155,Net-Zero Emission,E,E,Positif,Commitment,0.9
3168,Kami turut memegang peranan penting dalam mewujudkan target pemerintah untuk mencapai Net-Zero Emission pada 2060 atau lebih cepat serta mendukung transisi menuju ekonomi rendah karbon melalui penerapan keuangan berkelanjutan dengan mendorong pembiayaan terhadap kegiatan usaha berwawasan lingkungan.,net-zero emission dan keuangan berkelanjutan,1,absa_20260115_123205_mandiri_Laporan_Keberlanjutan_2023_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json,MultiPDF_ABSA_20260115_1155,net-zero emission dan keuangan berkelanjutan,E,E,positive,Commitment,0.9
2096,"In addition, the government has also set a long-term strategy to low-carbon climate resilience by 2050 and a net-zero emission target in 2060 or earlier.",net-zero emission target for 2060,1,absa_20260214_205426_ESSA-AR-SR-2021-Finale_20260207_065636_20260207_065642_absa_indonesia_few_shot_md_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260214_1938,Net-zero emission target for 2060,E,E,positive,Commitment,0.94
4209,"Our goal to reach net-zero emissions includes our products' supply chain, manufacturing, use and end-of-life.",net-zero emissions goal,1,absa_20260206_201702_2024-tesla-impact-report_pdf_absa_few_shot_Nemotron_3_Nano_30B_A3B_(Free).json,MultiPDF_ABSA_20260206_1934,net-zero emissions goal,E,E,positive,Commitment,0.9
4210,"Our goal to reach net-zero emissions includes our products' supply chain, manufacturing, use and end-of-life.",net-zero emissions target,2,"absa_20260206_201259_2024-tesla-impact-report_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json, absa_20260206_201621_2024-tesla-impact-report_pdf_absa_few_shot_DeepSeek_R1T2_Chimera_(Free).json",MultiPDF_ABSA_20260206_1934,"Net-zero emissions target, net-zero emissions target",E,E,positive,Commitment,0.9
4207,Our goal is to achieve net-zero emissions by 2050.,net-zero emissions target,1,bulk_absa_20260110_173139_absa_zero_shot.json,Jasamarga_SR2023.pdf — markdown_length,Net-Zero Emissions Target,E,E,positive,Commitment,0.9
7223,We aim to achieve net-zero emissions by 2050.,net-zero emissions target,1,bulk_absa_20260110_172959_absa_zero_shot.json,HM-Group-Annual-and-Sustainability-Report-2023.pdf — markdown_length,Net-zero emissions target,E,E,positive,Commitment,0.9
4211,"Our goal to reach net-zero emissions includes our products' supply chain, manufacturing, use and end-of-life.",net-zero emissions target across product lifecycle,1,absa_20260206_201357_2024-tesla-impact-report_pdf_absa_cot_Nemotron_3_Nano_30B_A3B_(Free).json,MultiPDF_ABSA_20260206_1934,Net-zero emissions target across product lifecycle,E,E,positive,Commitment,0.93
7543,"We have now reached 100% renewable electricity in our U.S. operations, reflecting our continued progress toward a net-zero future.",net-zero future,1,bulk_absa_20260110_015424.json,HP Circularity — Prompt Comparison,net-zero future,E,E,positive,Outcome,0.85
635,Bank Mandiri menetapkan target ambisius untuk mencapai netral karbon dalam operasional pada tahun 2030.,net-zero operational emissions target by 2030,1,absa_20260115_121218_mandiri_Sustainability_Report_2024_pdf_absa_few_shot_Nemotron_3_Nano_30B_A3B_(Free).json,MultiPDF_ABSA_20260115_1155,net-zero operational emissions target by 2030,E,E,positive,Outcome,0.9
4482,PT Teletama Artha Mandiri was appointed as distributor of Lenovo mobile phone.,new distribution partnership,1,absa_20260113_143654_erajaya_annual_Report_2015__ENG__pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2015,new distribution partnership,E,E,positive,Outcome,0.85
6384,"The Company is Appointed as Distributor for ASUS Products The Company is appointed as distributor of ASUS products by ASUS Global Pte. Ltd. Upon this appointment, ASUS products become integrated in the chain of distribution and retail networks of Erajaya Group",new product distribution agreement,1,absa_20260113_141610_erajaya_annual_Report_2014__ENG__pdf_absa_cot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2014,New Product Distribution Agreement,E,E,positive,Action,0.9
4580,"Pada tahun ini, enam produk inovatif baru telah diperkenalkan, sehingga membuka akses ke lebih banyak lapisan masyarakat.",new sustainable products,1,absa_20260111_184854_Sustainability-Report-Impack-2023-MedRes_pdf_absa_few_shot.json,medres_2023,new sustainable products,E,E,positive,Outcome,0.86
7599,We partner with various non-governmental organizations to run these programs.,ngo partnership,1,absa_20260114_113531_Sustainability_Reports_MAP_2022_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260114_1129,NGO Partnership,S,S,positive,Action,0.8
7600,We partner with various non-governmental organizations to run these programs.,ngo partnerships,1,absa_20260114_113543_Sustainability_Reports_MAP_2022_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260114_1129,NGO partnerships,S,S,positive,Commitment,0.8
1862,Hal ini mendorong kami untuk berekspansi pada pertambangan nikel sebagai sumber energi yang dinilai lebih ramah lingkungan.,nickel mining expansion,1,absa_20260111_180319_sr_hrum_2023_compressed_pdf_absa_few_shot.json,sr_hrum_2023,nickel mining expansion,E,E,positive,Strategy,0.8
7193,"Volume produksi dan penjualan nikel meningkat 22,6% dan 11,4% dari tahun 2022;",nickel production,1,absa_20260111_180405_sr_hrum_2023_compressed_pdf_absa_cot.json,sr_hrum_2023,Nickel Production,E,E,Positive,Outcome,0.85
2933,"Kami menghasilkan nilai nyata-yang terukur, berkelanjutan, dan berdampak-bagi para pemangku kepentingan dan komunitas kami, serta memastikan bahwa mereka turut bertumbuh sebagai bagian dari ekosistem kami.",nilai berkelanjutan,1,absa_20260207_094652_GoTo_s_2024_Sustainability_Report_absa_indonesia_zero_shot_LLaMA_3_3_70B_Instruct__Free_.json,MultiPDF_ABSA_20260207_0808,Nilai Berkelanjutan,S,S,positive,Outcome,0.9
4589,Pak Han memperjuangkan nilai Growing Towards Mutual Prosperity dengan semua pemangku kepentingan.,nilai growing towards mutual prosperity,1,absa_20260113_040538_japfa_report_2_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,japfa_report_2,Nilai Growing Towards Mutual Prosperity,G,G,positive,Commitment,0.9
4887,"Perkembangan nilai keberlanjutan akan berpengaruh pada pemangku kepentingan, sehingga penting bagi kami untuk menunjukkan kinerja yang terbaik melalui strategi dan berbagai inovasi.",nilai keberlanjutan,1,absa_20260207_092757_scm_2021_absa_indonesia_few_shot_LLaMA_3_3_70B_Instruct__Free_.json,MultiPDF_ABSA_20260207_0808,Nilai Keberlanjutan,S,S,positive,Commitment,0.9
3740,Memanfaatkan peluang-peluang baru yang ada di Indonesia maupun negara-negara sekitar untuk selalu bisa meningkatkan nilai dan manfaat pada pemegang saham.,nilai pemegang saham,1,absa_20260207_083436_scm_2022_absa_indonesia_few_shot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260207_0808,nilai pemegang saham,G,G,positive,Outcome,0.8
4590,Pak Han memperjuangkan nilai Growing Towards Mutual Prosperity dengan semua pemangku kepentingan.,nilai perusahaan,3,"absa_20260113_040654_japfa_report_2_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260113_040958_japfa_report_2_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260214_090852_Sustainability_Report_2022_PT_Japfa_Comfeed_Indonesia_Tbk_20260207_064253_20260207_064258_absa_indonesia_few_shot_LLaMA_3_3_70B_Instruct__Free_.json","MultiPDF_ABSA_20260214_0830, japfa_report_2","Nilai Perusahaan, nilai perusahaan",G,G,"Positif, positive",Commitment,0.8833333333333334
3445,Limbah Non-B3 Non-B3 Waste (Ton),non-b3 waste,1,absa_20260113_102607_bumi_resources_Sustainability_Report_2024_pdf_absa_zero_shot_Gemini_2.0_Flash_Exp_(Free).json,bumi_resources_Sustainability_Report_2024,Non-B3 Waste,E,E,negative,Action,0.8
2618,Kami berkomitmen untuk menciptakan lingkungan kerja yang bebas diskriminasi maupun perbuatan tidak etis lainnya.,non-discrimination,1,absa_20260115_122841_mandiri_Laporan_Keberlanjutan_2023_pdf_absa_cot_Gemini_2.0_Flash_Exp_(Free).json,MultiPDF_ABSA_20260115_1155,Non-discrimination,S,S,positive,Commitment,0.9
27,1015,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
28,103,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
39,127,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
40,1287,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
46,1431,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
49,1477,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
59,1729,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
62,1800,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
75,2109,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
76,214,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
77,2143,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
78,2146,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
79,223,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
88,2526,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
91,2690,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
95,2821,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
119,3216,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
130,3607,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
147,4007,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
153,420,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
155,4575,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
162,4661,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
163,4693,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
170,5044,none,2,"bulk_absa_20260110_172237_absa_zero_shot.json, bulk_absa_20260110_172330_absa_cot.json",yearly_report_2023 (1).pdf — markdown_length,"None, Reporting","G, None",G,neutral,"None, Outcome",0.5
