,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
4446,Transparency and Accountability,E,E,positive,Outcome,0.8690757518033632
4447,climate action,S,G,positive,Commitment,0.050598338863969805
4448,"Employee Engagement, employee engagement",E,G,positive,Outcome,0.020740671603329597
4449,Electric Vehicle Adoption,S,E,positive,Action,0.15519429591264544
4450,employee training,"E, S",E,positive,Commitment,0.5975498762580145
4451,"Regulatory Compliance, Regulatory compliance",G,G,positive,Outcome,0.48999066077859343
4452,real-time data access,S,S,"POSITIVE, positive",Outcome,0.8232082014312618
4453,Sustainability Practices,E,G,positive,Commitment,0.6723386492019601
4454,Regulatory Compliance,S,S,positive,"Commitment, Outcome",0.9494408427442786
4455,Pendapatan Usaha,E,S,positive,Outcome,0.6319314521254543
4456,"ESG Practices, ESG practices",E,S,positive,Commitment,0.3581909204085706
4457,digital equity initiatives,S,E,positive,Commitment,0.4719352631079081
4458,cyber security management,E,E,positive,Action,0.1006640380674626
4459,Employee SDG participation,E,E,positive,Commitment,0.20323124219112032
4460,Greenhouse Gas Emissions,E,S,Neutral,Outcome,0.7187327659362572
4461,Biosekuriti,E,G,positive,Commitment,0.43077028036284293
4462,Responsible Mining Operations,E,E,positive,Commitment,0.6258106618546524
4463,"Kemitraan strategis dengan petani, pemasok, dan komunitas lokal",G,E,Positive,"Action, Commitment",0.10175587439531508
4464,mitigasi risiko perubahan iklim,S,G,neutral,Commitment,0.6427001502246833
4465,Business continuity and competitiveness,E,E,positive,Outcome,0.15522721055784738
4466,Retail Expansion,G,S,positive,Action,0.00803808075070811
4467,Stakeholder Engagement,E,S,positive,Commitment,0.9211461353034597
4468,Resource Efficiency,G,S,"neutral, positive",Commitment,0.3583867733468964
4469,Employee health and safety,E,E,"Neutral, neutral",Outcome,0.7821627436966303
4470,"corporate responsibility, corporate social responsibility",S,E,positive,Action,0.9209819359689986
4471,Customer trust and value‑added services,E,G,Positive,Outcome,0.2489591253257737
4472,CSR Performance,E,G,negative,Commitment,0.12338540188765512
4473,Safety Committee,E,S,positive,"Commitment, Mission",0.7017876233536927
4474,Awards,S,S,positive,Action,0.00498795359299764
4475,fossil fuel replacement,G,S,positive,Action,0.10443038139076499
4476,Energy Security & Sustainability,E,E,positive,Action,0.2600118415810455
4477,Board of Commissioners oversight of corporate governance,S,S,positive,Commitment,0.8416781464886726
4478,telecommunication retail and distribution,E,E,POSITIVE,Komitmenn,0.35553874522198536
4479,diversity and inclusion,E,E,positive,Commitment,0.5965011051923439
4480,"Supplier Relations, Supplier relations",G,E,positive,Action,0.5029976252566835
4481,Inklusi keuangan,E,S,positive,Outcome,0.012453309235427867
4482,Employee Development,G,G,positive,Action,0.9896039764271863
4483,environmental operational efficiency,E,E,negative,Commitment,0.02080569841736246
4484,Kesehatan & Keselamatan Kerja,S,E,positive,Outcome,0.38832359576430164
4485,Keterjangkauan produk melalui variasi pilihan produk,G,S,positive,Action,0.012945165014738413
4486,responsible business conduct,S,E,positive,Outcome,0.025336158356691896
4487,"Joint Venture, joint venture",S,E,positive,Commitment,0.6357367476546503
4488,Financial Inclusion,E,G,positive,Outcome,0.6534858993302037
4489,corporate restructuring,G,G,positive,Commitment,0.67553848967637
4490,environmental impact assessment,E,S,positive,Outcome,0.9366967005778665
4491,ESG Efforts and Achievements,S,G,"Positive, positive",Commitment,0.3141720549621899
4492,"None, Reporting",E,G,positive,Action,0.3483351874947491
4493,local product promotion,E,G,positive,Commitment,0.7780986045901351
4494,Sustainability Commitment,E,E,NEUTRAL,Outcome,0.555187353000822
4495,Innovative Community Programs,G,S,positive,Commitment,0.2684105935942752
4496,ESG Performance,S,S,positive,Action,0.026672928977101273
4497,"customer and community engagement, customer engagement",S,E,Negative,Outcome,0.4213167689210472
4498,sustainability principles,E,S,positive,Commitment,0.6427997837835572
4499,Employment Equality,G,E,"Positive, positive",Action,0.6258883538770675
4500,"Resource Efficiency, Resource efficiency",G,E,positive,Action,0.8043668820962968
4501,Leadership Recognition,"E, G, S",E,Positive,Outcome,0.8421404244905436
4502,sustainability-linked bond,E,E,positive,Action,0.7455896825692587
4503,environmental and social responsibility,E,E,positive,"Acknowledgement, Commitment",0.8688963664878059
4504,ISPO certification,G,E,positive,Commitment,0.6776330652927272
4505,financial planning,E,G,Neutral,Achievement,0.6329548978430916
4506,energy consumption,G,G,positive,Commitment,0.5047342839828488
4507,financial strategy,G,E,positive,Commitment,0.6306684911068521
4508,"Product Nutrition Improvement, product nutrition improvement",E,S,neutral,Action,0.9220405205346691
4509,pendapatan usaha,E,E,positive,Commitment,0.903002665462007
4510,Pentingnya keberlanjutan,E,E,positive,Outcome,0.6519517052170843
4511,Reforestation,E,E,positive,Outcome,0.6791291414755722
4512,praktik pertambangan berkelanjutan,"E, E | S, E/S",G,positive,Commitment,0.39912433835306393
4513,Environmentally Friendly Infrastructure,"E, ESG, G",E,positive,Commitment,0.7475913802941081
4514,environmental compliance costs,E,S,positive,Commitment,0.23529062913525167
4515,"Sustainability Commitment, Sustainability commitment, sustainability commitment",E,S,positive,Commitment,0.33226596577971335
4516,media ethics,S,G,positive,Action,0.3847178595184606
4517,economic and social value,S,E,negative,Challenge,0.7154027287743925
4518,Zero Accident Award / Occupational Health and Safety performance,S,S,positive,Commitment,0.05806574049477109
4519,entrepreneurship development,E,E,"neutral, positive",Action,0.31390617473861704
4520,Operational Scale,G,G,positive,Outcome,0.6033514889495756
4521,"None, Reporting",S,S,neutral,Outcome,0.6572926036566212
4522,Expansion of IoT sector (future-oriented initiative),G,E,positive,Commitment,0.8352895566814221
4523,Sustainability Strategy,G,S,positive,Commitment,0.34889631184767433
4524,economic recovery and industrial improvement,E,Environmental,positive,Outcome,0.502522657518906
4525,Digital Transformation,E,E,positive,Commitment,0.5664595215042316
4526,corporate transparency,S,S,Positive,Action,0.20860785781192703
4527,"Sustainability Integration, sustainability integration",E,S,positive,Commitment,0.9766327021195282
4528,Climate Change and Sustainable Production,E,S,neutral,Action,0.8789202234447022
4529,Business Model Resilience,E,E,positive,Outcome,0.8802360905658487
4530,Sustainable business model development,S,E,Neutral,Commitment,0.6957948021190183
4531,Environmental Conservation,G,S,positive,Outcome,0.031477912589188195
4532,Respect,S,S,positive,Action,0.37393840519275356
4533,Kesejahteraan Hewan,G,G,positive,Action,0.6434252578905142
4534,Environmental Cost,E,E,positive,Outcome,0.48121184655103266
4535,Penggunaan wadah non-plastik,S,S,positive,Policy,0.5713942561273202
4536,Transformasi Perusahaan,E,E,positive,Structural,0.08649525328542018
4537,Pengembangan Masyarakat,S,E,positive,Action,0.23378445098992584
4538,Return on Assets,"E, S",E,positive,Policy,0.9033240511826449
4539,Corporate Core Values - Integrity,E,E,positive,Commitment,0.2962937315240791
4540,"Waste Management, Waste management",E,S,positive,Action,0.5305694964009364
4541,plastic waste reduction,G,E,positive,Action,0.04688922325170941
4542,ESG Integration in Business Strategy,E,S,positive,Outcome,0.6925612534613472
4543,Environmental Conservation Investment,E,S,"Netral, positive","Action, Outcome",0.03132150970480274
4544,Sustainability Governance,E,E,positive,Commitment,0.24783879166929768
4545,Labor Compliance and Employee Welfare,G,S,neutral,Commitment,0.036320475555247644
4546,Kinerja Perusahaan,S,E,positive,Outcome,0.5136344713792947
4547,Reporting Consistency,G,S,positive,Commitment,0.6132579989015812
4548,electric vehicle charging distribution,E,G,positive,Outcome,0.5658060195198107
4549,"business practices, responsible business practices","E, S",S,positive,Outcome,0.43672894967260945
4550,Local Sourcing,S,G,neutral,Commitment,0.5205599693854921
4551,Independent Assurance,E,S,positive,Action,0.0839230968745115
4552,Governance and Risk Management,G,E,positive,Commitment,0.5579809265861405
4553,sustainable infrastructure,S,S,positive,Strategic,0.09624299520635227
4554,Social Impact,S,S,positive,Commitment,0.08030148062362097
4555,Ecosystem Restoration,E,E,Positive,Action,0.5532903295274659
4556,Integration of sustainability across the value chain,E,E,positive,Commitment,0.825732899238604
4557,Human Resources Management,G,S,positive,Commitment,0.927127085333997
4558,business expansion,G,G,positive,Outcome,0.28036524839059107
4559,Transformasi bisnis,S,G,positive,Commitment,0.6935825408821092
4560,Product Carbon Impact,E,G,positive,Commitment,0.11758184223304224
4561,new sustainable products,G,G,positive,Commitment,0.4989357334591096
4562,social performance evaluation,E,E,positive,Commitment,0.24779314212883807
4563,sustainability and performance,G,E,positive,Commitment,0.4958653613101627
4564,Stakeholder engagement,G,S,Positive,Commitment,0.8970027801881854
4565,stakeholder collaboration for sustainability,S,E,positive,Commitment,0.23027738185803404
4566,waste reduction,G,E,positive,Commitment,0.40839656737326635
4567,emissions reduction,S,G,neutral,Outcome,0.07645984284867402
4568,Holistic Sustainability Approach,E,Governance,positive,Action,0.18170073638191542
4569,Environmentally friendly product initiatives,S,E,positive,Action,0.032972842267542046
4570,water efficiency improvement,S,S,Positive,Commitment,0.3565023792090477
4571,Upcycling,G,E,positive,Commitment,0.4895413432730009
4572,Business Expansion,S,G,positive,Action,0.6894567475247718
4573,Joint Venture Formation,S,S,positive,Risk,0.6945809139421629
4574,Jumlah audience share,E,S,positive,Action,0.05870138202817743
4575,stakeholder engagement,S,E,positive,Outcome,0.7444680948946042
4576,Sustainability Efforts,E,G,"Positive, positive","Commitment, Strategy",0.8022225581702784
4577,Waste recycling,G,S,positive,Commitment,0.010882170975278771
4578,Future sustainability commitment,S,E,positive,Commitment,0.9459134361748532
4579,ESG Integration,G,S,positive,Action,0.12386738745786785
4580,Economic conditions,G,E,positive,Commitment,0.8789950848236103
4581,Geographic Expansion,S,ESG,positive,Commitment,0.8852820249694766
4582,"Progress, resilience and responsibility",S,G,positive,Commitment,0.1747343283224826
4583,sustainability growth and SDGs contribution,S,E,Neutral,Outcome,0.06796616367727315
4584,product responsibility,S,E,positive,Policy,0.3043815117254328
4585,Materiality Assessment,S,E,positive,Outcome,0.16801390400431904
4586,Pembelajaran dan Pembangunan,S,S,positive,Commitment,0.24262727546824625
4587,ESG Balance,E,G,positive,"Factual, Outcome",0.2749436815157722
4588,"Sustainable Sourcing, sustainable sourcing",S,G,negative,Outcome,0.031983946148102405
4589,Comprehensive Sustainability Policy,"E, G",G,"Positive, positive",Commitment,0.7846781092485593
4590,Big Data Management for business expansion,S,G,positive,"Commitment, Risk",0.09702264929270321
4591,company evolution,E,E,"Positive, positive",Commitment,0.902679860743595
4592,Training academy,S,S,negative,Action,0.754928356957064
4593,R&D for sustainable materials,E,E,positive,"Action, outcome",0.494104154052731
4594,"Alignment with Sustainable Development Goals, alignment with Sustainable Development Goals, alignment with sustainable development goals",E,E,positive,Action,0.971881331154917
4595,Climate change innovation,S,S,positive,Outcome,0.6842201137161212
4596,access to clean water,S,E,positive,Action,0.3538172969672272
4597,"None, Reporting",S,E,positive,Commitment,0.633481856936952
4598,Store portfolio strategy,S,E,positive,Commitment,0.9232362940363505
4599,Climate Resilience,S,S,"neutral, positive",Commitment,0.9278334764757674
4600,Digital platforms,G,E,positive,Commitment,0.9422464762190155
4601,Produksi Berkelanjutan,E,G,positive,Commitment,0.012202541209649698
4602,Employee Development,S,G,positive,Action,0.7808474586116843
4603,Content Quality,E,E,neutral,Commitment,0.7147506375109485
4604,Pengembangan Bisnis,S,S,positive,Commitment,0.3728164300414992
4605,plastic reduction and waste management,S,G,positive,Outcome,0.4126304463102547
4606,Employee Count,E,G,positive,Action,0.4975580772293904
4607,Value Chain Integration,S,G,positive,Commitment,0.32433982842005527
4608,Governance Structure,E,S,"Positive, positive",Commitment,0.8176005131770699
4609,Reforestation,E,S,positive,Commitment,0.44407728454093176
4610,Product Quality and Customer Service,S,S,positive,Outcome,0.44322022575880893
4611,"Sustainable Credit Policies, sustainable credit policies",E,G,"Positive, positive",Commitment,0.9679878907824988
4612,"Retail Expansion, retail expansion",S,S,positive,Commitment,0.28607280899317267
4613,"Product Quality, product quality",E,E,positive,Commitment,0.8794406835271541
4614,Carbon Neutral services,S,G,positive,Action,0.36347334905785567
4615,"Renewable Energy Usage in Agribusiness Mills, renewable energy usage in Agribusiness mills",E,G,positive,Commitment,0.20113494214150507
4616,"Kontribusi Sosial, kontribusi sosial",E,S,positive,Action,0.7125808701383783
4617,Sustainability Transformation,G,E,positive,commitment,0.924959015862338
4618,Business Strategy,E,G,neutral,Input,0.4734543552599917
4619,Sustainable Development Contribution,G,E,positive,Action,0.27052315549376216
4620,Sustainability Initiative,E,S,positive,Action,0.9548138119460042
4621,JUMLAH KARYAWAN LAKI-LAKI,S,E,"Positif, positive",Action,0.19334256117813053
4622,media ethics,"G, S",G,positive,Commitment,0.10211490830223124
4623,plastic reduction,E,S,negative,Commitment,0.961577255227737
4624,Resource duplication minimization,G,G,"Positive, positive",Outcome,0.4348716737111802
4625,Reduksi emisi cakupan 1 dan 2,S,G,Positive,Action,0.5631947114846818
4626,Social Life Cycle Assessment participation,E,S,positive,Commitment,0.8329124084501254
4627,water efficiency and resource conservation,S,E,positive,"Commitment, Effort",0.8028358769322553
4628,Sustainability Commitments,E,E,"Positive, positive",Action,0.7040445909413262
4629,"Energy Efficiency, energy efficiency",G,E,positive,Outcome,0.019405689545297755
4630,human rights,E,E,"Positive, positive",Action,0.5831309597612478
4631,Employee Development,E,E,positive,Commitment,0.17691582110800297
4632,External Assurance,S,E,positive,Outcome,0.1748585523702919
